claim_id,paper_id,paradigm,confidence,final_accepted_comparative_claim,final_claim_card_specifiable,final_relation_family,final_scalar_directional,final_planning_feasible,final_scalar_oriented_planning,final_perturbation_audit_candidate,final_verification_only,final_materialized_rq2,final_tier,decision_source,source_evidence_status,source_location,decision_note
ext_2110_00592v2_claim1,2110.00592v2,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T4,relation_schema_rq1_flags.csv,verified_sentence,line 801,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2110_00592v2_claim2,2110.00592v2,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T4,relation_schema_rq1_flags.csv,insufficient_context,"Page 8, Method (1): linear placement, method (2A): matching-based, character 38381",perturbation-audit candidate not materialized as RQ2 T1 card
ext_2110_00592v2_claim3,2110.00592v2,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T4,relation_schema_rq1_flags.csv,insufficient_context,"Page 8, Method (1): linear placement, method (2A): matching-based, character 38566",perturbation-audit candidate not materialized as RQ2 T1 card
ext_2110_00592v2_claim5,2110.00592v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 7, Given the linear structure of Ising model circuits, they, character 34140",
ext_2110_00592v2_claim6,2110.00592v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 7, We observe from Table I that method (3) produces the, character 34383",
ext_2405_20173v2_claim1,2405.20173v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 1133,
ext_2405_20173v2_claim2,2405.20173v2,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 181,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2304_03829v1_claim1,2304.03829v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 2, 1. INTRODUCTION, character 6052",
ext_2304_03829v1_claim2,2304.03829v1,compilation,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 550,scalar-directional but outside planning-feasible set
ext_2304_03829v1_claim3,2304.03829v1,compilation,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,"Page 13, 5.2 Oracles for benchmark functions, character 50684",scalar-directional but outside planning-feasible set
ext_2304_03829v1_claim4,2304.03829v1,compilation,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,headline_count_final_crosscheck_decisions.csv,verified_sentence,line 547,Missing public artifact keeps planning false.
ext_2409_19820v1_claim1,2409.19820v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 6045,
ext_2409_19820v1_claim3,2409.19820v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 39345,
ext_2408_08365v1_claim1,2408.08365v1,compilation,HIGH,true,true,multi_objective,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 111,
ext_2408_08365v1_claim2,2408.08365v1,compilation,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Local text character 25024,scalar-directional but outside planning-feasible set
ext_2408_08365v1_claim3,2408.08365v1,compilation,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 421,scalar-directional but outside planning-feasible set
ext_2408_08365v1_claim4,2408.08365v1,compilation,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Local text character 25327,scalar-directional but outside planning-feasible set
ext_2405_07624v1_claim1,2405.07624v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 36105,
ext_2405_07624v1_claim2,2405.07624v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 39127,
ext_2405_07624v1_claim4,2405.07624v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 52732,
ext_2405_07624v1_claim7,2405.07624v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 43905,
ext_2405_07624v1_claim8,2405.07624v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 44723,
ext_2405_07624v1_claim9,2405.07624v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 44268,
ext_2303_02830v1_claim1,2303.02830v1,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,insufficient_context,"Page 1, One of the most critical steps in quantum circuit compilation is qubit routing, an NP-Hard problem, character 1660",perturbation-audit candidate not materialized as RQ2 T1 card
ext_2303_02830v1_claim2,2303.02830v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 12, 40RMSE, character 48073",
ext_2303_02830v1_claim4,2303.02830v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 11, QX20., character 44933",
ext_2409_15055v2_claim1,2409.15055v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 899,scalar-directional but outside planning-feasible set
ext_2409_15055v2_claim2,2409.15055v2,variational,HIGH,true,true,crossover_or_regional,false,false,false,false,false,false,,headline_count_final_crosscheck_decisions.csv,verified_sentence,line 899,Crossover/regional relation; scalar_directional remains false.
ext_2409_15055v2_claim3,2409.15055v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 11, In noiseless simulations, we find that DC-QAOA(NC) starts, character 45019",
ext_2409_15055v2_claim6,2409.15055v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 8, Ideal, character 33700",
ext_2409_15055v2_claim7,2409.15055v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 6, DC-QAOA(NC), character 27016",
ext_2409_15055v2_claim8,2409.15055v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 7, Despite the different physical intuitions behind QAOA and, character 30484",
ext_2409_15055v2_claim9,2409.15055v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 872,scalar-directional but outside planning-feasible set
ext_2311_16190v3_claim1,2311.16190v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 6, 4.2 Main Results, character 32192",
ext_2311_16190v3_claim2,2311.16190v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 6, 4.2 Main Results, character 32548",
ext_2311_16190v3_claim4,2311.16190v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 2, We introduce Q-Pilot, the first scalable FPQA router drawing, character 7048",
ext_2401_09849v1_claim1,2401.09849v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 450,scalar-directional but outside planning-feasible set
ext_2401_09849v1_claim2,2401.09849v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 6, In this article, we have conducted an extensive study of, character 27101",
ext_2401_09849v1_claim3,2401.09849v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,"Page 6, In this article, we have conducted an extensive study of, character 27320",scalar-directional but outside planning-feasible set
ext_2401_09849v1_claim4,2401.09849v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 4, In our investigation of the parameterization, we consider, character 18770",
ext_2401_09849v1_claim5,2401.09849v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 5, In order to numerically analyze the scalability of DCQC, character 22743",
ext_2401_09849v1_claim6,2401.09849v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,"Page 5, Note that, gradient calculation using PS is costly in our study, character 21542",scalar-directional but outside planning-feasible set
ext_2401_09849v1_claim7,2401.09849v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 5, Note that, gradient calculation using PS is costly in our study, character 20981",
ext_2211_07685v3_claim1,2211.07685v3,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,insufficient_context,Local text character 45544,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2211_07685v3_claim2,2211.07685v3,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 593,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2211_07685v3_claim3,2211.07685v3,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 32,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2211_07685v3_claim4,2211.07685v3,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 454,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2408_09538v1_claim1,2408.09538v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 21294,
ext_2408_09538v1_claim2,2408.09538v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 26212,
ext_2311_02151v2_claim2,2311.02151v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 671,scalar-directional but outside planning-feasible set
ext_2311_02151v2_claim3,2311.02151v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 15, N3/2 ,, character 45589",
ext_2209_02669v3_claim1,2209.02669v3,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 17,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2209_02669v3_claim2,2209.02669v3,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 423,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2309_16796v3_claim1,2309.16796v3,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 518,scalar-directional but outside planning-feasible set
